입출금구분,계좌주,금융기관,계좌번호,거래일자,거래시간,거래종류,취급점,임금적요,입금액,출금적요,출금액,거래후잔액,상대은행,상대예금주,상대계좌번호,단말번호,IP주소,MAC주소,비고1,비고2
출금,고은비005,카카오뱅크,125-305-3105,2024-01-19,03:08:18,이체,종로지점,,0,생활비,778776,8836418,국민은행,유태경008,128-308-3108,ATM1151,203.0.113.96,C8:98:41:35:39:F6,,
출금,황미경035,농협,155-335-3135,2024-02-24,18:33:20,이체,여의도지점,,0,생활비,230901,8401880,토스뱅크,설진우013,133-313-3113,ATM2108,203.0.113.135,70:49:37:66:06:B3,,
출금,양준석038,우리은행,158-338-3138,2024-01-04,22:40:24,이체,역삼지점,,0,생활비,437013,8559707,국민은행,류하준050,170-350-3150,ATM4007,203.0.113.130,BE:10:97:34:D5:48,,
출금,황미경019,카카오뱅크,139-319-3119,2024-08-28,09:01:52,이체,종로지점,,0,생활비,409856,3572962,우리은행,설진우045,165-345-3145,ATM7224,203.0.113.36,A1:2E:4F:69:3F:25,,
출금,변서연060,하나은행,180-360-3160,2024-05-08,17:44:12,이체,여의도지점,,0,생활비,355732,2938283,카카오뱅크,변서연012,132-312-3112,ATM9765,203.0.113.24,63:93:3E:77:AA:0C,,
출금,류하준066,우리은행,186-366-3166,2024-04-15,22:51:20,이체,여의도지점,,0,피해금,2000000,6127878,국민은행,한지우,107-207-3007,ATM2746,203.0.113.40,DA:81:85:D8:BB:8D,,
출금,도하린074,하나은행,194-374-3174,2024-02-29,12:01:08,이체,여의도지점,,0,생활비,392746,10245521,우리은행,장도윤031,151-331-3131,ATM6383,203.0.113.124,E1:BF:43:DC:D6:94,,
출금,남지연032,하나은행,152-332-3132,2024-08-19,12:47:54,이체,역삼지점,,0,생활비,454742,2857896,토스뱅크,차미래055,175-355-3155,ATM7706,203.0.113.234,F6:C7:25:FC:9B:E1,,
출금,류하준034,토스뱅크,154-334-3134,2024-03-08,18:39:44,이체,여의도지점,,0,생활비,35850,12076014,농협,변서연028,148-328-3128,ATM4933,203.0.113.141,A2:9F:8A:5A:8F:1F,,
출금,안채원062,토스뱅크,182-362-3162,2024-08-25,11:07:29,이체,종로지점,,0,생활비,766632,7523910,농협,송우진049,169-349-3149,ATM1484,203.0.113.51,55:64:07:1D:DE:01,,
출금,강민재,신한은행,108-208-3008,2024-04-01,07:49:55,이체,여의도지점,,0,집금,2500000,1546331,하나은행,최지훈,103-203-3003,ATM1336,203.0.113.219,6A:53:C6:CE:91:4E,,
출금,변서연012,카카오뱅크,132-312-3112,2024-04-20,23:02:28,이체,강남지점,,0,생활비,256266,6447582,토스뱅크,노시우041,161-341-3141,ATM7733,203.0.113.107,FC:1F:CD:6D:77:2E,,
출금,변서연028,농협,148-328-3128,2024-09-27,03:05:44,이체,여의도지점,,0,생활비,274681,12240516,토스뱅크,남지연048,168-348-3148,ATM6538,203.0.113.149,B3:B9:BE:84:55:25,,
출금,고은비005,카카오뱅크,125-305-3105,2024-10-06,02:58:25,이체,강남지점,,0,생활비,359035,12184698,토스뱅크,안채원062,182-362-3162,ATM1055,203.0.113.247,77:E0:D2:6A:52:95,,
출금,노시우009,신한은행,129-309-3109,2024-07-12,02:16:39,이체,역삼지점,,0,생활비,722889,11060229,신한은행,차미래023,143-323-3123,ATM7633,203.0.113.172,79:36:CA:5A:E1:AA,,
출금,변서연012,카카오뱅크,132-312-3112,2024-04-17,05:45:18,이체,강남지점,,0,생활비,607867,14199787,신한은행,황미경051,171-351-3151,ATM6455,203.0.113.229,E6:94:33:29:68:BD,,
출금,이영희,신한은행,101-201-3001,2024-09-25,16:50:01,이체,역삼지점,,0,최종상납,7500000,10102130,국민은행,김철수,100-200-3000,ATM5491,203.0.113.179,42:94:17:1F:61:CB,,
출금,변서연060,하나은행,180-360-3160,2024-08-14,15:44:06,이체,종로지점,,0,생활비,152042,6512182,신한은행,노시우009,129-309-3109,ATM9223,203.0.113.87,63:02:31:E6:90:8A,,
출금,송우진017,우리은행,137-317-3117,2024-09-14,19:48:58,이체,역삼지점,,0,생활비,384888,4046787,카카오뱅크,정하늘,104-204-3004,ATM1211,203.0.113.54,D5:06:C1:E0:FA:F6,,
출금,유태경024,우리은행,144-324-3124,2024-05-28,20:20:50,이체,역삼지점,,0,생활비,763555,11865574,토스뱅크,안채원062,182-362-3162,ATM2059,203.0.113.30,AB:E0:58:75:AA:1A,,
출금,박민수,우리은행,102-202-3002,2024-02-05,12:18:13,이체,역삼지점,,0,상납,3000000,4933940,신한은행,이영희,101-201-3001,ATM9591,203.0.113.18,E8:1D:BC:05:57:A7,,
출금,강민재,신한은행,108-208-3008,2024-06-05,14:15:23,이체,종로지점,,0,집금,1000000,11138208,하나은행,최지훈,103-203-3003,ATM3807,203.0.113.241,DE:21:3C:49:42:61,,
출금,마준호075,카카오뱅크,195-375-3175,2024-04-24,16:58:23,이체,여의도지점,,0,생활비,716350,12099656,토스뱅크,고은비069,189-369-3169,ATM3516,203.0.113.135,54:CC:4B:09:33:D6,,
출금,고은비053,하나은행,173-353-3153,2024-01-19,18:45:36,이체,역삼지점,,0,피해금,2000000,5807387,농협,홍예린,113-213-3013,ATM4643,203.0.113.176,F3:B7:99:57:5C:96,,
출금,황미경003,우리은행,123-303-3103,2024-07-08,20:46:01,이체,여의도지점,,0,생활비,36359,2233479,농협,유태경056,176-356-3156,ATM7305,203.0.113.172,6F:5E:E3:CF:5B:82,,
출금,전성호020,토스뱅크,140-320-3120,2024-05-01,13:47:15,이체,여의도지점,,0,생활비,205124,4250220,토스뱅크,류하준034,154-334-3134,ATM4522,203.0.113.119,7F:17:22:6F:26:86,,
출금,양준석038,우리은행,158-338-3138,2024-06-02,00:29:06,이체,종로지점,,0,생활비,11972,6768388,농협,유태경056,176-356-3156,ATM8284,203.0.113.163,31:82:FC:FA:7D:94,,
출금,유태경072,신한은행,192-372-3172,2024-08-03,08:20:08,이체,여의도지점,,0,생활비,497151,10786671,우리은행,장도윤031,151-331-3131,ATM6226,203.0.113.143,E7:42:07:56:79:C5,,
출금,홍예린,농협,113-213-3013,2024-02-11,15:30:47,이체,여의도지점,,0,집금,2500000,14162381,우리은행,박민수,102-202-3002,ATM6451,203.0.113.184,D8:33:52:85:21:B4,,
출금,노시우057,국민은행,177-357-3157,2024-07-04,13:04:05,이체,여의도지점,,0,생활비,708010,14034616,신한은행,장도윤079,199-379-3179,ATM6150,203.0.113.21,2C:34:A2:6E:E5:8D,,
출금,신소희,신한은행,115-215-3015,2024-05-22,11:11:15,이체,종로지점,,0,생활비,622728,9616951,농협,송우진049,169-349-3149,ATM7775,203.0.113.198,13:43:78:6B:26:A7,,
출금,박민수,우리은행,102-202-3002,2024-01-23,14:01:04,이체,여의도지점,,0,상납,7500000,6444729,신한은행,이영희,101-201-3001,ATM6630,203.0.113.191,CC:63:CB:13:05:80,,
출금,남지연000,농협,120-300-3100,2024-01-31,06:05:23,이체,강남지점,,0,생활비,251668,12572756,하나은행,전성호004,124-304-3104,ATM9518,203.0.113.222,D3:2F:E5:B1:DE:5B,,
출금,노시우025,하나은행,145-325-3125,2024-05-06,19:26:23,이체,역삼지점,,0,생활비,794989,8148876,하나은행,변서연060,180-360-3160,ATM3673,203.0.113.196,A2:C8:E1:EB:F0:1F,,
출금,전성호052,우리은행,172-352-3152,2024-04-22,09:55:03,이체,역삼지점,,0,생활비,319258,8077153,국민은행,유태경008,128-308-3108,ATM2166,203.0.113.89,4C:88:61:3D:16:21,,
출금,노시우025,하나은행,145-325-3125,2024-07-26,21:10:33,이체,강남지점,,0,생활비,533862,5833538,우리은행,송우진017,137-317-3117,ATM9583,203.0.113.119,EE:FB:FD:19:2B:8E,,
출금,고은비037,신한은행,157-337-3137,2024-06-27,19:40:14,이체,종로지점,,0,생활비,536080,6849464,농협,차미래007,127-307-3107,ATM7119,203.0.113.62,AC:50:8D:7D:F0:E8,,
출금,박민수,우리은행,102-202-3002,2024-07-08,01:50:29,이체,종로지점,,0,생활비,99807,9778328,카카오뱅크,황미경019,139-319-3119,ATM5009,203.0.113.30,CF:C2:07:3C:DB:3A,,
출금,장도윤079,신한은행,199-379-3179,2024-04-24,06:58:58,이체,여의도지점,,0,생활비,588603,1602472,농협,고은비021,141-321-3121,ATM8357,203.0.113.165,BF:C2:37:E8:C1:E3,,
출금,안채원014,농협,134-314-3114,2024-03-12,12:39:13,이체,종로지점,,0,생활비,62976,6282128,토스뱅크,설진우013,133-313-3113,ATM4365,203.0.113.61,19:45:62:7F:60:2A,,
출금,도하린058,신한은행,178-358-3158,2024-02-28,13:49:36,이체,역삼지점,,0,생활비,224655,14300914,농협,도하린042,162-342-3142,ATM1493,203.0.113.222,39:D4:CA:71:3F:D8,,
출금,정하늘,카카오뱅크,104-204-3004,2024-02-11,11:27:59,이체,여의도지점,,0,상납,7500000,11095095,신한은행,이영희,101-201-3001,ATM2645,203.0.113.188,C5:96:63:49:10:41,,
출금,노시우009,신한은행,129-309-3109,2024-09-06,14:15:26,이체,여의도지점,,0,생활비,382666,319689,토스뱅크,류하준034,154-334-3134,ATM9726,203.0.113.193,A2:3A:2F:E0:98:F8,,
출금,마준호059,우리은행,179-359-3159,2024-02-09,09:23:02,이체,역삼지점,,0,생활비,494466,1286034,신한은행,안채원030,150-330-3130,ATM2800,203.0.113.234,10:4E:C2:C2:3E:86,,
출금,설진우077,농협,197-377-3177,2024-07-22,10:18:28,이체,역삼지점,,0,피해금,1000000,2368275,하나은행,조현우,110-210-3010,ATM7762,203.0.113.155,99:A0:6F:66:6B:94,,
출금,마준호043,국민은행,163-343-3143,2024-04-21,16:27:07,이체,역삼지점,,0,생활비,220038,7000364,카카오뱅크,변서연012,132-312-3112,ATM8634,203.0.113.178,94:C5:29:DC:33:DB,,
출금,안채원046,하나은행,166-346-3146,2024-05-27,21:08:08,이체,강남지점,,0,피해금,500000,1253698,농협,홍예린,113-213-3013,ATM1257,203.0.113.37,F9:DF:45:2B:46:D4,,
출금,최지훈,하나은행,103-203-3003,2024-02-25,20:10:05,이체,종로지점,,0,상납,7500000,1487925,신한은행,이영희,101-201-3001,ATM7188,203.0.113.32,8D:20:AF:0F:78:F4,,
출금,고은비037,신한은행,157-337-3137,2024-02-02,02:55:33,이체,역삼지점,,0,생활비,397862,5426897,하나은행,황미경067,187-367-3167,ATM8164,203.0.113.193,D9:AC:38:C4:6D:38,,
출금,설진우045,우리은행,165-345-3145,2024-06-27,04:11:00,이체,여의도지점,,0,생활비,581231,2293689,신한은행,고은비037,157-337-3137,ATM1107,203.0.113.17,E5:0B:97:46:F0:81,,
출금,고은비005,카카오뱅크,125-305-3105,2024-02-10,18:42:02,이체,종로지점,,0,생활비,719245,6913066,우리은행,유태경024,144-324-3124,ATM7643,203.0.113.196,A4:37:87:20:77:9D,,
출금,도하린010,우리은행,130-310-3110,2024-06-23,07:48:02,이체,종로지점,,0,생활비,32682,5758912,국민은행,안채원078,198-378-3178,ATM8900,203.0.113.93,B0:1E:5E:B0:F4:42,,
출금,차미래023,신한은행,143-323-3123,2024-08-19,00:49:27,이체,역삼지점,,0,생활비,208468,10620258,우리은행,노시우073,193-373-3173,ATM6917,203.0.113.223,ED:6F:C2:09:1E:BC,,
출금,도하린026,카카오뱅크,146-326-3126,2024-02-06,23:43:09,이체,강남지점,,0,피해금,2000000,7754520,신한은행,신소희,115-215-3015,ATM6434,203.0.113.10,2C:25:1B:5B:80:24,,
출금,정하늘,카카오뱅크,104-204-3004,2024-04-23,19:55:24,이체,종로지점,,0,상납,7500000,3129382,신한은행,이영희,101-201-3001,ATM8247,203.0.113.162,03:21:FB:23:62:1A,,
출금,류하준066,우리은행,186-366-3166,2024-05-07,09:31:09,이체,종로지점,,0,생활비,474441,11815559,농협,장도윤063,183-363-3163,ATM5269,203.0.113.25,D9:ED:C6:49:30:FB,,
출금,유태경072,신한은행,192-372-3172,2024-04-04,08:18:29,이체,강남지점,,0,피해금,300000,10766958,우리은행,서유진,109-209-3009,ATM8429,203.0.113.237,8D:DA:A5:83:52:25,,
출금,전성호020,토스뱅크,140-320-3120,2024-04-30,12:20:00,이체,강남지점,,0,생활비,497559,12124611,우리은행,양준석038,158-338-3138,ATM4322,203.0.113.37,08:13:1C:DD:99:E8,,
출금,변서연076,토스뱅크,196-376-3176,2024-04-11,07:14:15,이체,종로지점,,0,생활비,788842,7363012,농협,유태경056,176-356-3156,ATM6090,203.0.113.232,4F:0A:2F:89:83:A4,,
출금,고은비005,카카오뱅크,125-305-3105,2024-03-17,05:55:09,이체,역삼지점,,0,피해금,1000000,12954309,우리은행,서유진,109-209-3009,ATM1840,203.0.113.108,9D:9E:E4:93:5C:3C,,
출금,차미래071,국민은행,191-371-3171,2024-02-04,04:44:54,이체,여의도지점,,0,생활비,488235,5582500,농협,차미래007,127-307-3107,ATM3486,203.0.113.73,95:24:B6:51:79:56,,
출금,송우진017,우리은행,137-317-3117,2024-08-21,04:02:28,이체,종로지점,,0,생활비,250734,1204928,신한은행,차미래023,143-323-3123,ATM8913,203.0.113.89,6E:F4:19:1A:DB:78,,
출금,홍예린,농협,113-213-3013,2024-03-23,08:43:38,이체,역삼지점,,0,집금,2500000,6859300,하나은행,최지훈,103-203-3003,ATM4907,203.0.113.30,4C:62:0E:7D:9E:ED,,
출금,변서연060,하나은행,180-360-3160,2024-04-16,01:39:37,이체,강남지점,,0,생활비,693399,13283303,카카오뱅크,도하린026,146-326-3126,ATM1529,203.0.113.165,17:8E:11:D1:BE:CB,,
출금,강민재,신한은행,108-208-3008,2024-06-29,04:00:08,이체,종로지점,,0,집금,5000000,6308139,카카오뱅크,정하늘,104-204-3004,ATM8944,203.0.113.106,AE:53:34:6F:4F:71,,
출금,차미래055,토스뱅크,175-355-3155,2024-03-09,21:46:21,이체,여의도지점,,0,피해금,1000000,7815307,카카오뱅크,임수빈,111-211-3011,ATM8296,203.0.113.92,9C:F9:37:59:29:8F,,
출금,안채원078,국민은행,198-378-3178,2024-08-16,01:51:15,이체,여의도지점,,0,생활비,32203,8777291,신한은행,도하린058,178-358-3158,ATM1995,203.0.113.136,D5:DE:73:54:12:FF,,
출금,유태경056,농협,176-356-3156,2024-04-14,20:55:35,이체,여의도지점,,0,생활비,495581,1675726,국민은행,차미래071,191-371-3171,ATM9778,203.0.113.235,66:93:3C:1C:1A:02,,
출금,유태경024,우리은행,144-324-3124,2024-03-02,17:08:46,이체,강남지점,,0,생활비,577636,8271915,하나은행,안채원046,166-346-3146,ATM9136,203.0.113.68,E6:90:FF:E6:7A:BF,,
출금,남지연032,하나은행,152-332-3132,2024-07-17,12:06:04,이체,역삼지점,,0,생활비,17240,7004389,토스뱅크,고은비069,189-369-3169,ATM3151,203.0.113.185,10:75:1E:C6:BD:25,,
출금,노시우057,국민은행,177-357-3157,2024-05-25,08:12:02,이체,강남지점,,0,피해금,500000,10441761,토스뱅크,배성호,112-212-3012,ATM2506,203.0.113.15,6F:3E:3D:2C:42:C0,,
출금,남지연064,국민은행,184-364-3164,2024-04-18,02:01:12,이체,강남지점,,0,생활비,562145,4456973,신한은행,도하린058,178-358-3158,ATM6794,203.0.113.196,C7:8B:A1:F2:40:4E,,
출금,마준호043,국민은행,163-343-3143,2024-01-13,06:37:00,이체,종로지점,,0,생활비,723346,11547109,토스뱅크,류하준034,154-334-3134,ATM7229,203.0.113.136,B2:D5:05:DE:C2:5D,,
출금,양준석038,우리은행,158-338-3138,2024-02-12,09:15:29,이체,여의도지점,,0,생활비,203896,8475063,하나은행,차미래039,159-339-3139,ATM1455,203.0.113.247,BE:AB:46:44:F4:F2,,
출금,노시우073,우리은행,193-373-3173,2024-09-27,11:42:42,이체,강남지점,,0,생활비,609417,13546709,하나은행,마준호011,131-311-3111,ATM6575,203.0.113.105,BF:33:78:72:A2:A3,,
출금,남지연016,신한은행,136-316-3116,2024-09-03,15:04:18,이체,여의도지점,,0,생활비,290848,13341089,우리은행,장도윤031,151-331-3131,ATM6402,203.0.113.227,11:7C:B6:A0:BC:B0,,
출금,노시우041,토스뱅크,161-341-3141,2024-08-14,15:07:54,이체,역삼지점,,0,생활비,537629,2627539,국민은행,전성호036,156-336-3136,ATM1039,203.0.113.40,08:CD:2E:69:42:07,,
출금,남지연000,농협,120-300-3100,2024-03-10,23:59:37,이체,역삼지점,,0,생활비,650026,7028463,농협,안채원014,134-314-3114,ATM1053,203.0.113.177,A8:DE:5D:E8:AA:20,,
출금,차미래055,토스뱅크,175-355-3155,2024-09-04,23:42:24,이체,역삼지점,,0,생활비,514393,13783132,농협,황미경035,155-335-3135,ATM2663,203.0.113.161,14:75:50:7E:3E:EA,,
출금,설진우029,국민은행,149-329-3129,2024-09-16,16:08:54,이체,역삼지점,,0,생활비,347546,4475845,우리은행,설진우045,165-345-3145,ATM2656,203.0.113.171,3F:0E:5B:76:A4:1D,,
출금,노시우073,우리은행,193-373-3173,2024-04-27,03:46:17,이체,역삼지점,,0,피해금,3000000,9367059,우리은행,서유진,109-209-3009,ATM8081,203.0.113.220,C3:64:4A:4C:F2:04,,
출금,양준석038,우리은행,158-338-3138,2024-03-11,20:20:34,이체,강남지점,,0,생활비,100752,9570939,국민은행,안채원078,198-378-3178,ATM4634,203.0.113.229,DC:C7:93:61:DC:98,,
출금,류하준002,신한은행,122-302-3102,2024-02-29,21:08:24,이체,여의도지점,,0,생활비,351198,1022168,신한은행,도하린058,178-358-3158,ATM7856,203.0.113.244,D8:38:2C:0A:8A:00,,
출금,유태경040,카카오뱅크,160-340-3140,2024-03-04,13:06:43,이체,종로지점,,0,생활비,135744,11258446,카카오뱅크,양준석054,174-354-3154,ATM6096,203.0.113.70,48:D3:2B:8C:A8:A1,,
출금,황미경051,신한은행,171-351-3151,2024-04-10,09:47:23,이체,강남지점,,0,생활비,706729,7634268,카카오뱅크,마준호075,195-375-3175,ATM4780,203.0.113.147,54:41:46:71:2A:E1,,
출금,최지훈,하나은행,103-203-3003,2024-04-01,06:45:02,이체,역삼지점,,0,상납,5000000,7466504,신한은행,이영희,101-201-3001,ATM1782,203.0.113.215,34:C7:9D:E3:1A:02,,
출금,전성호068,카카오뱅크,188-368-3168,2024-03-28,11:26:01,이체,종로지점,,0,생활비,378057,9304256,농협,유태경056,176-356-3156,ATM3326,203.0.113.221,90:CA:D9:44:A1:E3,,
출금,도하린042,농협,162-342-3142,2024-09-07,06:43:55,이체,여의도지점,,0,생활비,772853,14414884,토스뱅크,류하준034,154-334-3134,ATM8589,203.0.113.10,8D:14:D5:EA:22:9E,,
출금,문재혁,국민은행,114-214-3014,2024-03-13,18:26:03,이체,종로지점,,0,집금,1000000,14965904,우리은행,박민수,102-202-3002,ATM5644,203.0.113.56,5D:FA:01:3E:B2:22,,
출금,고은비037,신한은행,157-337-3137,2024-03-16,18:46:58,이체,여의도지점,,0,피해금,1000000,5732181,국민은행,문재혁,114-214-3014,ATM2840,203.0.113.188,F5:14:47:3B:9D:0C,,
출금,노시우073,우리은행,193-373-3173,2024-06-06,14:23:18,이체,종로지점,,0,생활비,421256,7068372,하나은행,변서연060,180-360-3160,ATM6593,203.0.113.119,4C:E9:4D:55:C6:6B,,
출금,설진우045,우리은행,165-345-3145,2024-09-04,05:17:10,이체,역삼지점,,0,생활비,738376,8166327,신한은행,송우진065,185-365-3165,ATM5800,203.0.113.225,C9:D8:B2:41:98:65,,
출금,노시우073,우리은행,193-373-3173,2024-04-17,21:08:01,이체,종로지점,,0,생활비,21266,3199216,카카오뱅크,설진우061,181-361-3161,ATM6101,203.0.113.171,FD:82:6D:68:9D:9C,,
출금,장도윤047,카카오뱅크,167-347-3147,2024-03-13,07:44:35,이체,역삼지점,,0,생활비,527379,6725594,국민은행,남지연064,184-364-3164,ATM9763,203.0.113.182,05:DA:19:2D:84:AB,,
출금,안채원030,신한은행,150-330-3130,2024-08-12,11:33:19,이체,여의도지점,,0,생활비,277739,7114745,우리은행,전성호052,172-352-3152,ATM5480,203.0.113.133,DC:F5:88:32:C9:76,,
출금,문재혁,국민은행,114-214-3014,2024-08-25,07:01:50,이체,강남지점,,0,집금,5000000,2634093,카카오뱅크,정하늘,104-204-3004,ATM5303,203.0.113.77,F1:3F:93:D5:5B:FB,,
출금,차미래071,국민은행,191-371-3171,2024-09-08,22:06:38,이체,여의도지점,,0,생활비,28111,1454745,하나은행,안채원046,166-346-3146,ATM3518,203.0.113.247,70:6A:47:26:63:8F,,
출금,황미경019,카카오뱅크,139-319-3119,2024-10-07,00:07:12,이체,역삼지점,,0,생활비,241820,13630744,농협,남지연000,120-300-3100,ATM8646,203.0.113.164,CB:25:27:BB:E9:F6,,
출금,류하준066,우리은행,186-366-3166,2024-07-27,22:59:21,이체,종로지점,,0,생활비,705826,2763858,우리은행,양준석038,158-338-3138,ATM4748,203.0.113.146,37:F5:0D:6C:77:B8,,
출금,변서연012,카카오뱅크,132-312-3112,2024-09-15,00:44:00,이체,강남지점,,0,생활비,345632,13394729,카카오뱅크,마준호075,195-375-3175,ATM5889,203.0.113.27,C8:48:C1:F9:B8:16,,
출금,정하늘,카카오뱅크,104-204-3004,2024-09-24,11:38:34,이체,역삼지점,,0,상납,5000000,11591555,신한은행,이영희,101-201-3001,ATM2622,203.0.113.170,16:79:12:60:48:99,,
출금,마준호011,하나은행,131-311-3111,2024-09-05,23:34:56,이체,종로지점,,0,생활비,556172,14856141,우리은행,도하린010,130-310-3110,ATM3384,203.0.113.132,BB:CB:35:84:78:EF,,
출금,고은비037,신한은행,157-337-3137,2024-02-10,07:19:05,이체,역삼지점,,0,생활비,525855,5745256,카카오뱅크,설진우061,181-361-3161,ATM4905,203.0.113.165,7F:86:2C:0D:D9:BC,,
출금,고은비037,신한은행,157-337-3137,2024-05-03,06:44:02,이체,종로지점,,0,생활비,31458,14385687,토스뱅크,양준석006,126-306-3106,ATM2196,203.0.113.5,FC:4A:91:EC:46:B0,,
출금,전성호068,카카오뱅크,188-368-3168,2024-07-30,23:03:53,이체,종로지점,,0,피해금,2000000,9528164,토스뱅크,배성호,112-212-3012,ATM6169,203.0.113.143,09:6A:A9:B5:21:4C,,
출금,고은비069,토스뱅크,189-369-3169,2024-08-22,11:51:23,이체,역삼지점,,0,생활비,142021,8385576,토스뱅크,차미래055,175-355-3155,ATM8579,203.0.113.152,74:B4:94:C2:0A:33,,
출금,송우진065,신한은행,185-365-3165,2024-01-05,07:36:41,이체,종로지점,,0,생활비,361951,11553467,토스뱅크,차미래055,175-355-3155,ATM8198,203.0.113.96,1C:A1:A6:F6:FD:F7,,
출금,전성호004,하나은행,124-304-3104,2024-03-05,01:16:25,이체,강남지점,,0,생활비,367985,14925835,토스뱅크,안채원062,182-362-3162,ATM8581,203.0.113.252,93:6A:0A:CC:84:80,,
출금,이영희,신한은행,101-201-3001,2024-05-28,09:31:05,이체,여의도지점,,0,최종상납,7500000,4206509,국민은행,김철수,100-200-3000,ATM3498,203.0.113.187,5F:7F:8F:3A:86:7E,,
출금,고은비005,카카오뱅크,125-305-3105,2024-01-10,01:25:15,이체,강남지점,,0,생활비,261900,9682702,하나은행,남지연032,152-332-3132,ATM2720,203.0.113.223,13:DB:F0:33:7E:C3,,
출금,고은비069,토스뱅크,189-369-3169,2024-07-05,14:37:01,이체,역삼지점,,0,생활비,486622,13564988,카카오뱅크,장도윤047,167-347-3147,ATM4685,203.0.113.103,EC:A3:8F:FA:2A:0A,,
출금,노시우073,우리은행,193-373-3173,2024-04-20,00:12:11,이체,강남지점,,0,생활비,788498,7787109,카카오뱅크,유태경040,160-340-3140,ATM7090,203.0.113.112,02:AF:4F:D8:1B:3F,,
출금,류하준002,신한은행,122-302-3102,2024-04-13,16:47:00,이체,종로지점,,0,생활비,783990,5743564,신한은행,도하린058,178-358-3158,ATM1110,203.0.113.167,75:01:75:8D:39:29,,
출금,신소희,신한은행,115-215-3015,2024-05-16,11:45:48,이체,여의도지점,,0,집금,1000000,6100592,우리은행,박민수,102-202-3002,ATM5021,203.0.113.39,D7:74:46:DB:D3:D1,,
출금,유태경072,신한은행,192-372-3172,2024-02-20,19:28:08,이체,강남지점,,0,생활비,756887,4586369,신한은행,도하린058,178-358-3158,ATM1827,203.0.113.213,6E:5E:95:4B:8D:64,,
출금,전성호020,토스뱅크,140-320-3120,2024-09-14,21:50:32,이체,여의도지점,,0,생활비,727963,11152415,토스뱅크,설진우013,133-313-3113,ATM8437,203.0.113.206,22:D9:33:C6:A3:EC,,
출금,전성호036,국민은행,156-336-3136,2024-08-25,01:27:28,이체,여의도지점,,0,생활비,585692,4923307,농협,유태경056,176-356-3156,ATM5617,203.0.113.42,D3:77:12:EE:0F:EB,,
출금,양준석070,농협,190-370-3170,2024-07-15,13:45:00,이체,여의도지점,,0,생활비,659039,3598029,우리은행,전성호052,172-352-3152,ATM6852,203.0.113.79,EF:C9:08:F8:A7:29,,
출금,차미래023,신한은행,143-323-3123,2024-10-03,20:58:10,이체,종로지점,,0,생활비,436630,3434236,하나은행,전성호004,124-304-3104,ATM3686,203.0.113.60,62:7B:1A:49:6E:75,,
출금,송우진033,카카오뱅크,153-333-3133,2024-06-07,10:14:28,이체,종로지점,,0,생활비,109347,12893251,하나은행,안채원046,166-346-3146,ATM3911,203.0.113.91,E3:99:98:4A:A5:47,,
출금,남지연032,하나은행,152-332-3132,2024-05-04,18:32:25,이체,여의도지점,,0,생활비,652155,3329076,우리은행,황미경003,123-303-3103,ATM9659,203.0.113.79,C4:92:92:88:45:E8,,
출금,류하준066,우리은행,186-366-3166,2024-02-12,10:57:52,이체,역삼지점,,0,생활비,122632,12496921,국민은행,송우진001,121-301-3101,ATM7821,203.0.113.5,C5:95:6B:99:BA:64,,
출금,황미경003,우리은행,123-303-3103,2024-03-05,06:29:31,이체,역삼지점,,0,생활비,133646,1807793,카카오뱅크,유태경040,160-340-3140,ATM1972,203.0.113.158,1A:F7:81:93:83:F0,,
출금,안채원046,하나은행,166-346-3146,2024-07-15,12:45:44,이체,종로지점,,0,생활비,82839,3586556,토스뱅크,전성호020,140-320-3120,ATM1617,203.0.113.141,C1:0C:97:4B:78:31,,
출금,유태경024,우리은행,144-324-3124,2024-06-02,08:41:38,이체,종로지점,,0,생활비,335562,13626329,카카오뱅크,변서연012,132-312-3112,ATM2884,203.0.113.152,C0:8A:A1:C4:5A:86,,
출금,노시우025,하나은행,145-325-3125,2024-02-04,14:33:43,이체,역삼지점,,0,생활비,132426,9336836,토스뱅크,노시우041,161-341-3141,ATM1413,203.0.113.85,17:7F:80:AC:BB:75,,
출금,이영희,신한은행,101-201-3001,2024-04-11,15:42:17,이체,강남지점,,0,최종상납,5000000,7114807,국민은행,김철수,100-200-3000,ATM9012,203.0.113.141,FD:41:A6:CC:C7:43,,
출금,전성호020,토스뱅크,140-320-3120,2024-02-02,11:52:59,이체,여의도지점,,0,생활비,175818,2266888,토스뱅크,오세진,105-205-3005,ATM4379,203.0.113.23,4B:A5:4B:8C:5B:67,,
출금,장도윤079,신한은행,199-379-3179,2024-02-04,01:55:56,이체,종로지점,,0,생활비,700538,6858038,우리은행,송우진017,137-317-3117,ATM7800,203.0.113.34,EE:A3:09:32:B6:57,,
출금,노시우041,토스뱅크,161-341-3141,2024-02-07,07:41:13,이체,강남지점,,0,생활비,116931,1843563,토스뱅크,설진우013,133-313-3113,ATM1481,203.0.113.122,A8:60:BE:16:5B:85,,
출금,황미경067,하나은행,187-367-3167,2024-07-25,07:50:14,이체,여의도지점,,0,생활비,83402,3533449,우리은행,전성호052,172-352-3152,ATM9751,203.0.113.31,7B:05:65:48:D1:42,,
출금,설진우061,카카오뱅크,181-361-3161,2024-08-02,13:12:26,이체,강남지점,,0,생활비,645410,6038179,국민은행,남지연064,184-364-3164,ATM4361,203.0.113.249,F8:63:1D:4B:67:61,,
