발신인,발신번호,착신인,착신번호,시작일자,시작시간,종료일자,종료시간,통화시간(분),업체명,발신위치,발신종료,비고1,비고2
유태경056,010-8056-1056,황미경035,010-8035-1035,2024-05-04,05:20:46,2024-05-04,05:21:35,0.82,LGU+,수원 영통,서울 강남,,
정하늘,010-1144-1104,변서연028,010-8028-1028,2024-06-05,10:51:03,2024-06-05,10:51:43,0.67,LGU+,서울 강남,서울 영등포,,
전성호052,010-8052-1052,장도윤047,010-8047-1047,2024-04-19,12:09:30,2024-04-19,12:12:21,2.85,LGU+,수원 영통,인천 부평,,
유태경056,010-8056-1056,안채원014,010-8014-1014,2024-06-25,05:14:45,2024-06-25,05:15:55,1.18,SKT,서울 영등포,부산 해운대,,
황미경019,010-8019-1019,마준호027,010-8027-1027,2024-07-12,00:02:31,2024-07-12,00:03:16,0.76,KT,대구 수성,서울 영등포,,
노시우009,010-8009-1009,차미래039,010-8039-1039,2024-07-26,09:52:13,2024-07-26,09:53:07,0.9,SKT,부산 해운대,서울 강남,,
설진우077,010-8077-1077,송우진049,010-8049-1049,2024-04-17,16:16:35,2024-04-17,16:17:27,0.87,KT,부산 해운대,서울 강남,,
변서연076,010-8076-1076,마준호075,010-8075-1075,2024-08-15,16:07:46,2024-08-15,16:07:58,0.2,KT,서울 강남,서울 영등포,,
노시우041,010-8041-1041,안채원030,010-8030-1030,2024-07-29,00:28:20,2024-07-29,00:29:01,0.69,LGU+,인천 부평,인천 부평,,
유태경024,010-8024-1024,도하린026,010-8026-1026,2024-04-07,09:46:11,2024-04-07,10:00:57,14.78,KT,인천 부평,수원 영통,,
이영희,010-1111-1201,김철수,010-1100-1100,2024-07-12,02:35:18,2024-07-12,02:50:24,15.1,LGU+,대전 유성,부산 해운대,,
이영희,010-1111-1201,정하늘,010-1144-1204,2024-07-13,08:48:53,2024-07-13,08:49:38,0.75,SKT,수원 영통,서울 강남,,
최지훈,010-1133-1103,조현우,010-1210-1110,2024-05-26,15:44:53,2024-05-26,15:48:14,3.36,LGU+,수원 영통,수원 영통,,
장도윤031,010-8031-1031,차미래071,010-8071-1071,2024-09-28,05:40:31,2024-09-28,05:58:08,17.62,SKT,서울 영등포,서울 강남,,
배성호,010-1232-1212,정하늘,010-1144-1204,2024-09-11,00:05:25,2024-09-11,00:15:00,9.59,SKT,부산 해운대,대전 유성,,
이영희,010-1111-1201,전성호004,010-8004-1004,2024-05-14,17:45:59,2024-05-14,17:46:47,0.81,SKT,서울 영등포,서울 강남,,
변서연044,010-8044-1044,차미래039,010-8039-1039,2024-04-08,13:11:54,2024-04-08,13:21:43,9.82,KT,대구 수성,인천 부평,,
양준석038,010-8038-1038,황미경051,010-8051-1051,2024-08-07,10:24:56,2024-08-07,10:28:01,3.09,SKT,부산 해운대,대전 유성,,
마준호075,010-8075-1075,차미래071,010-8071-1071,2024-03-11,15:21:05,2024-03-11,15:33:50,12.75,KT,서울 서초,인천 부평,,
황미경051,010-8051-1051,양준석006,010-8006-1006,2024-06-02,08:06:52,2024-06-02,08:10:23,3.52,SKT,부산 해운대,부산 해운대,,
변서연060,010-8060-1060,송우진001,010-8001-1001,2024-04-01,04:30:04,2024-04-01,04:47:57,17.89,SKT,인천 부평,부산 해운대,,
변서연060,010-8060-1060,차미래071,010-8071-1071,2024-06-23,10:22:52,2024-06-23,10:23:38,0.78,KT,수원 영통,부산 해운대,,
안채원062,010-8062-1062,마준호075,010-8075-1075,2024-09-24,06:37:44,2024-09-24,06:38:56,1.2,LGU+,수원 영통,인천 부평,,
유태경008,010-8008-1008,양준석022,010-8022-1022,2024-09-12,05:34:13,2024-09-12,05:35:41,1.47,SKT,서울 영등포,대전 유성,,
문재혁,010-1254-1214,류하준002,010-8002-1002,2024-07-07,10:43:07,2024-07-07,11:00:46,17.66,LGU+,인천 부평,서울 강남,,
양준석038,010-8038-1038,안채원030,010-8030-1030,2024-02-11,18:54:50,2024-02-11,19:05:35,10.76,SKT,수원 영통,서울 서초,,
도하린026,010-8026-1026,차미래023,010-8023-1023,2024-03-31,05:41:09,2024-03-31,05:41:58,0.83,SKT,서울 서초,수원 영통,,
남지연064,010-8064-1064,양준석070,010-8070-1070,2024-05-17,02:32:49,2024-05-17,02:37:23,4.58,SKT,수원 영통,인천 부평,,
송우진033,010-8033-1033,마준호011,010-8011-1011,2024-08-04,03:22:27,2024-08-04,03:24:12,1.75,LGU+,부산 해운대,서울 영등포,,
마준호043,010-8043-1043,유태경072,010-8072-1072,2024-03-02,17:59:08,2024-03-02,18:03:14,4.11,SKT,대구 수성,대구 수성,,
장도윤047,010-8047-1047,노시우025,010-8025-1025,2024-02-04,14:14:43,2024-02-04,14:28:03,13.34,SKT,대구 수성,수원 영통,,
양준석070,010-8070-1070,남지연000,010-8000-1000,2024-08-17,06:21:19,2024-08-17,06:26:21,5.04,LGU+,서울 영등포,대구 수성,,
노시우009,010-8009-1009,변서연060,010-8060-1060,2024-02-01,07:53:38,2024-02-01,07:54:32,0.9,LGU+,대구 수성,부산 해운대,,
류하준066,010-8066-1066,변서연044,010-8044-1044,2024-07-30,11:21:30,2024-07-30,11:22:44,1.24,SKT,서울 영등포,서울 강남,,
설진우029,010-8029-1029,도하린042,010-8042-1042,2024-05-22,02:21:34,2024-05-22,02:37:32,15.97,LGU+,서울 영등포,서울 강남,,
류하준034,010-8034-1034,류하준066,010-8066-1066,2024-07-25,00:04:36,2024-07-25,00:21:52,17.27,SKT,부산 해운대,인천 부평,,
양준석038,010-8038-1038,장도윤015,010-8015-1015,2024-08-20,04:04:56,2024-08-20,04:22:34,17.64,LGU+,대전 유성,인천 부평,,
설진우029,010-8029-1029,양준석038,010-8038-1038,2024-02-04,15:53:18,2024-02-04,15:54:20,1.04,SKT,부산 해운대,서울 서초,,
문재혁,010-1254-1214,정하늘,010-1144-1204,2024-09-25,15:08:47,2024-09-25,15:24:38,15.86,KT,대구 수성,서울 강남,,
도하린026,010-8026-1026,전성호020,010-8020-1020,2024-06-11,13:14:17,2024-06-11,13:18:25,4.14,KT,수원 영통,대전 유성,,
최지훈,010-1133-1003,조현우,010-1210-1010,2024-01-15,10:59:06,2024-01-15,11:14:22,15.27,LGU+,대전 유성,서울 영등포,,
윤다은,010-1166-1106,이영희,010-1111-1201,2024-06-08,17:00:35,2024-06-08,17:01:18,0.73,SKT,서울 서초,수원 영통,,
차미래071,010-8071-1071,전성호052,010-8052-1052,2024-09-12,23:47:40,2024-09-12,23:50:07,2.46,SKT,대구 수성,서울 강남,,
류하준034,010-8034-1034,양준석006,010-8006-1006,2024-07-19,08:53:33,2024-07-19,08:56:39,3.11,LGU+,서울 강남,인천 부평,,
양준석006,010-8006-1006,이영희,010-1111-1001,2024-01-18,07:10:25,2024-01-18,07:11:02,0.62,LGU+,수원 영통,수원 영통,,
한지우,010-1177-1107,유태경056,010-8056-1056,2024-06-09,13:09:26,2024-06-09,13:22:10,12.74,KT,수원 영통,서울 강남,,
장도윤031,010-8031-1031,고은비005,010-8005-1005,2024-06-13,17:32:06,2024-06-13,17:39:54,7.81,LGU+,서울 강남,서울 영등포,,
노시우073,010-8073-1073,설진우013,010-8013-1013,2024-02-24,23:07:15,2024-02-24,23:07:28,0.22,KT,서울 영등포,인천 부평,,
노시우041,010-8041-1041,황미경067,010-8067-1067,2024-09-29,16:25:48,2024-09-29,16:36:05,10.29,SKT,인천 부평,대전 유성,,
안채원046,010-8046-1046,노시우073,010-8073-1073,2024-04-10,22:00:43,2024-04-10,22:03:52,3.15,LGU+,서울 강남,서울 영등포,,
이영희,010-1111-1301,오세진,010-1155-1205,2024-08-09,23:20:38,2024-08-09,23:21:09,0.53,SKT,부산 해운대,서울 강남,,
이영희,010-1111-1101,최지훈,010-1133-1103,2024-05-06,20:17:49,2024-05-06,20:19:01,1.21,KT,부산 해운대,인천 부평,,
이영희,010-1111-1101,정하늘,010-1144-1104,2024-04-18,11:51:16,2024-04-18,11:51:54,0.64,LGU+,인천 부평,서울 강남,,
오세진,010-1155-1105,장도윤031,010-8031-1031,2024-05-10,03:40:29,2024-05-10,03:48:43,8.24,SKT,수원 영통,인천 부평,,
양준석054,010-8054-1054,전성호052,010-8052-1052,2024-02-13,04:35:15,2024-02-13,04:36:07,0.88,KT,서울 서초,서울 강남,,
차미래071,010-8071-1071,류하준018,010-8018-1018,2024-04-08,14:41:46,2024-04-08,14:57:44,15.97,LGU+,서울 강남,인천 부평,,
송우진049,010-8049-1049,유태경056,010-8056-1056,2024-07-09,04:45:04,2024-07-09,04:56:17,11.22,LGU+,대구 수성,서울 영등포,,
변서연044,010-8044-1044,전성호052,010-8052-1052,2024-07-24,11:29:22,2024-07-24,11:30:34,1.2,SKT,수원 영통,대구 수성,,
설진우061,010-8061-1061,마준호027,010-8027-1027,2024-07-17,17:40:40,2024-07-17,17:41:34,0.9,SKT,서울 영등포,서울 영등포,,
도하린010,010-8010-1010,변서연028,010-8028-1028,2024-08-13,03:53:24,2024-08-13,03:53:37,0.23,LGU+,부산 해운대,대구 수성,,
남지연048,010-8048-1048,류하준002,010-8002-1002,2024-05-01,04:01:05,2024-05-01,04:04:20,3.26,LGU+,대전 유성,수원 영통,,
도하린058,010-8058-1058,유태경008,010-8008-1008,2024-02-22,23:56:09,2024-02-22,23:56:47,0.64,SKT,서울 서초,대구 수성,,
강민재,010-1188-1208,고은비037,010-8037-1037,2024-07-31,02:07:53,2024-07-31,02:24:52,16.99,SKT,대전 유성,인천 부평,,
송우진033,010-8033-1033,황미경019,010-8019-1019,2024-09-26,22:22:00,2024-09-26,22:22:13,0.22,KT,부산 해운대,수원 영통,,
고은비069,010-8069-1069,황미경003,010-8003-1003,2024-07-14,12:49:10,2024-07-14,13:03:12,14.04,LGU+,서울 강남,부산 해운대,,
도하린058,010-8058-1058,마준호027,010-8027-1027,2024-04-21,18:41:37,2024-04-21,18:43:04,1.46,SKT,대전 유성,서울 영등포,,
임수빈,010-1221-1111,송우진033,010-8033-1033,2024-06-10,12:44:53,2024-06-10,12:58:23,13.5,KT,수원 영통,인천 부평,,
변서연012,010-8012-1012,고은비037,010-8037-1037,2024-08-06,09:52:01,2024-08-06,09:54:08,2.13,SKT,서울 영등포,대전 유성,,
장도윤031,010-8031-1031,설진우061,010-8061-1061,2024-03-20,18:58:47,2024-03-20,19:10:02,11.25,LGU+,부산 해운대,부산 해운대,,
전성호004,010-8004-1004,도하린026,010-8026-1026,2024-09-08,00:22:44,2024-09-08,00:23:02,0.3,KT,서울 영등포,대구 수성,,
권태영,010-1276-1116,노시우025,010-8025-1025,2024-05-03,17:20:55,2024-05-03,17:22:02,1.12,KT,대구 수성,서울 영등포,,
유태경008,010-8008-1008,노시우057,010-8057-1057,2024-01-18,16:16:37,2024-01-18,16:17:20,0.73,LGU+,대전 유성,대구 수성,,
마준호011,010-8011-1011,송우진033,010-8033-1033,2024-06-06,08:30:14,2024-06-06,08:44:14,14.0,LGU+,부산 해운대,대전 유성,,
유태경040,010-8040-1040,장도윤031,010-8031-1031,2024-02-03,10:50:11,2024-02-03,10:51:54,1.72,LGU+,서울 강남,인천 부평,,
고은비037,010-8037-1037,박민수,010-1122-1102,2024-04-29,10:52:30,2024-04-29,11:08:14,15.74,LGU+,서울 서초,수원 영통,,
도하린074,010-8074-1074,전성호004,010-8004-1004,2024-03-17,12:48:41,2024-03-17,12:51:00,2.33,SKT,부산 해운대,대구 수성,,
배성호,010-1232-1112,고은비037,010-8037-1037,2024-05-28,18:17:54,2024-05-28,18:27:39,9.75,LGU+,서울 서초,서울 영등포,,
고은비005,010-8005-1005,류하준002,010-8002-1002,2024-02-11,08:44:45,2024-02-11,08:47:27,2.7,SKT,수원 영통,서울 강남,,
고은비021,010-8021-1021,전성호068,010-8068-1068,2024-02-26,19:39:21,2024-02-26,19:39:43,0.37,LGU+,서울 강남,서울 강남,,
고은비005,010-8005-1005,장도윤079,010-8079-1079,2024-06-08,02:00:08,2024-06-08,02:11:53,11.76,KT,수원 영통,서울 서초,,
양준석006,010-8006-1006,류하준018,010-8018-1018,2024-05-22,04:12:18,2024-05-22,04:24:46,12.48,KT,부산 해운대,서울 강남,,
고은비005,010-8005-1005,양준석006,010-8006-1006,2024-09-27,06:25:38,2024-09-27,06:42:59,17.35,LGU+,서울 영등포,부산 해운대,,
신소희,010-1265-1115,노시우073,010-8073-1073,2024-06-08,19:47:33,2024-06-08,19:55:45,8.21,SKT,수원 영통,서울 영등포,,
도하린074,010-8074-1074,송우진001,010-8001-1001,2024-08-09,20:04:52,2024-08-09,20:16:11,11.33,LGU+,수원 영통,수원 영통,,
고은비037,010-8037-1037,노시우057,010-8057-1057,2024-02-14,20:21:55,2024-02-14,20:29:28,7.56,KT,부산 해운대,수원 영통,,
임수빈,010-1221-1011,정하늘,010-1144-1004,2024-03-07,11:32:35,2024-03-07,11:35:23,2.81,SKT,수원 영통,서울 서초,,
양준석006,010-8006-1006,송우진001,010-8001-1001,2024-08-05,05:54:11,2024-08-05,05:57:11,3.01,SKT,인천 부평,서울 영등포,,
권태영,010-1276-1116,유태경040,010-8040-1040,2024-04-23,20:36:06,2024-04-23,20:53:01,16.92,SKT,대전 유성,서울 서초,,
장도윤031,010-8031-1031,고은비005,010-8005-1005,2024-07-21,04:13:17,2024-07-21,04:30:35,17.31,LGU+,서울 강남,부산 해운대,,
송우진049,010-8049-1049,남지연000,010-8000-1000,2024-01-09,09:52:00,2024-01-09,10:08:15,16.25,KT,서울 서초,서울 영등포,,
전성호052,010-8052-1052,송우진033,010-8033-1033,2024-10-06,14:46:49,2024-10-06,15:04:06,17.29,KT,수원 영통,대전 유성,,
서유진,010-1199-1009,마준호059,010-8059-1059,2024-01-30,17:26:26,2024-01-30,17:36:54,10.47,SKT,대구 수성,부산 해운대,,
고은비037,010-8037-1037,류하준018,010-8018-1018,2024-05-22,05:14:26,2024-05-22,05:20:44,6.3,LGU+,서울 서초,부산 해운대,,
양준석070,010-8070-1070,류하준066,010-8066-1066,2024-05-29,23:45:25,2024-05-29,23:54:07,8.71,LGU+,서울 서초,서울 강남,,
조현우,010-1210-1010,도하린026,010-8026-1026,2024-02-04,03:38:02,2024-02-04,03:46:37,8.59,LGU+,서울 강남,부산 해운대,,
차미래071,010-8071-1071,도하린074,010-8074-1074,2024-07-27,04:48:40,2024-07-27,05:04:38,15.97,LGU+,대전 유성,부산 해운대,,
문재혁,010-1254-1014,윤다은,010-1166-1006,2024-02-16,02:05:27,2024-02-16,02:05:46,0.33,LGU+,대전 유성,서울 영등포,,
최지훈,010-1133-1203,신소희,010-1265-1215,2024-08-12,01:08:04,2024-08-12,01:13:04,5.01,LGU+,대전 유성,대전 유성,,
류하준018,010-8018-1018,안채원062,010-8062-1062,2024-08-04,04:59:54,2024-08-04,05:09:33,9.65,SKT,인천 부평,인천 부평,,
강민재,010-1188-1108,설진우013,010-8013-1013,2024-06-09,11:56:19,2024-06-09,11:59:38,3.33,SKT,서울 영등포,서울 서초,,
양준석070,010-8070-1070,설진우061,010-8061-1061,2024-07-23,17:32:29,2024-07-23,17:45:33,13.07,KT,서울 영등포,대전 유성,,
전성호052,010-8052-1052,안채원046,010-8046-1046,2024-09-15,02:58:23,2024-09-15,02:59:26,1.05,LGU+,부산 해운대,수원 영통,,
전성호004,010-8004-1004,설진우013,010-8013-1013,2024-05-18,22:58:50,2024-05-18,22:59:12,0.37,SKT,인천 부평,수원 영통,,
안채원014,010-8014-1014,안채원030,010-8030-1030,2024-06-23,04:02:23,2024-06-23,04:09:58,7.59,SKT,서울 강남,대구 수성,,
배성호,010-1232-1212,윤다은,010-1166-1206,2024-08-17,11:32:37,2024-08-17,11:32:57,0.34,LGU+,부산 해운대,서울 강남,,
남지연000,010-8000-1000,유태경024,010-8024-1024,2024-08-21,19:02:35,2024-08-21,19:13:37,11.04,LGU+,인천 부평,부산 해운대,,
노시우025,010-8025-1025,황미경019,010-8019-1019,2024-02-28,08:44:50,2024-02-28,08:55:50,11.0,LGU+,수원 영통,대전 유성,,
마준호059,010-8059-1059,송우진049,010-8049-1049,2024-08-09,02:38:18,2024-08-09,02:45:19,7.03,LGU+,수원 영통,서울 강남,,
노시우025,010-8025-1025,장도윤031,010-8031-1031,2024-06-21,11:30:48,2024-06-21,11:35:54,5.1,KT,수원 영통,부산 해운대,,
장도윤063,010-8063-1063,차미래023,010-8023-1023,2024-01-05,17:18:43,2024-01-05,17:22:50,4.13,LGU+,서울 영등포,인천 부평,,
전성호036,010-8036-1036,안채원078,010-8078-1078,2024-07-05,13:54:55,2024-07-05,13:56:17,1.37,SKT,서울 강남,서울 서초,,
강민재,010-1188-1208,고은비037,010-8037-1037,2024-07-07,19:14:14,2024-07-07,19:31:30,17.28,KT,서울 영등포,수원 영통,,
이영희,010-1111-1201,박민수,010-1122-1202,2024-07-21,04:42:41,2024-07-21,04:43:16,0.59,KT,서울 서초,서울 강남,,
고은비005,010-8005-1005,송우진049,010-8049-1049,2024-04-15,06:48:36,2024-04-15,07:02:06,13.51,KT,부산 해운대,인천 부평,,
류하준050,010-8050-1050,장도윤047,010-8047-1047,2024-02-14,22:05:45,2024-02-14,22:07:02,1.29,SKT,인천 부평,서울 강남,,
박민수,010-1122-1102,배성호,010-1232-1112,2024-03-29,19:09:48,2024-03-29,19:23:42,13.91,SKT,서울 영등포,수원 영통,,
권태영,010-1276-1116,황미경051,010-8051-1051,2024-06-18,13:06:00,2024-06-18,13:08:40,2.68,SKT,부산 해운대,수원 영통,,
남지연064,010-8064-1064,김철수,010-1100-1100,2024-08-28,08:08:20,2024-08-28,08:20:29,12.16,KT,서울 서초,수원 영통,,
설진우061,010-8061-1061,장도윤031,010-8031-1031,2024-09-23,10:49:47,2024-09-23,11:07:06,17.32,LGU+,대구 수성,인천 부평,,
남지연032,010-8032-1032,설진우045,010-8045-1045,2024-04-23,00:35:56,2024-04-23,00:46:06,10.17,LGU+,부산 해운대,서울 강남,,
도하린042,010-8042-1042,전성호004,010-8004-1004,2024-05-05,11:20:44,2024-05-05,11:21:13,0.49,SKT,서울 강남,대구 수성,,
노시우041,010-8041-1041,황미경035,010-8035-1035,2024-03-25,12:53:44,2024-03-25,12:59:46,6.04,KT,부산 해운대,부산 해운대,,
마준호059,010-8059-1059,황미경051,010-8051-1051,2024-04-20,14:27:11,2024-04-20,14:38:34,11.39,KT,인천 부평,대전 유성,,
전성호036,010-8036-1036,고은비069,010-8069-1069,2024-09-14,02:14:01,2024-09-14,02:15:11,1.17,SKT,대구 수성,서울 서초,,
송우진033,010-8033-1033,노시우073,010-8073-1073,2024-05-29,13:05:14,2024-05-29,13:22:40,17.44,LGU+,인천 부평,수원 영통,,
홍예린,010-1243-1013,장도윤063,010-8063-1063,2024-03-20,11:43:45,2024-03-20,11:55:14,11.49,SKT,인천 부평,서울 서초,,
안채원014,010-8014-1014,유태경056,010-8056-1056,2024-04-11,03:34:37,2024-04-11,03:35:05,0.48,KT,인천 부평,서울 강남,,
도하린010,010-8010-1010,고은비069,010-8069-1069,2024-03-06,16:10:17,2024-03-06,16:19:26,9.16,LGU+,부산 해운대,서울 강남,,
황미경051,010-8051-1051,설진우013,010-8013-1013,2024-07-01,20:13:01,2024-07-01,20:29:30,16.49,KT,대구 수성,인천 부평,,
전성호036,010-8036-1036,류하준018,010-8018-1018,2024-07-03,10:26:57,2024-07-03,10:28:00,1.05,KT,인천 부평,서울 강남,,
양준석006,010-8006-1006,도하린058,010-8058-1058,2024-03-10,08:54:55,2024-03-10,08:55:43,0.81,SKT,서울 영등포,대전 유성,,
변서연012,010-8012-1012,류하준066,010-8066-1066,2024-06-11,02:42:38,2024-06-11,02:53:04,10.44,KT,인천 부평,대전 유성,,
안채원030,010-8030-1030,노시우073,010-8073-1073,2024-09-07,08:20:49,2024-09-07,08:34:14,13.42,SKT,서울 서초,인천 부평,,
노시우073,010-8073-1073,도하린058,010-8058-1058,2024-05-28,19:13:02,2024-05-28,19:13:39,0.63,KT,서울 강남,부산 해운대,,
변서연076,010-8076-1076,황미경051,010-8051-1051,2024-05-28,21:32:01,2024-05-28,21:46:52,14.86,SKT,대구 수성,인천 부평,,
전성호020,010-8020-1020,고은비053,010-8053-1053,2024-03-28,21:49:36,2024-03-28,22:03:38,14.04,SKT,서울 강남,수원 영통,,
마준호011,010-8011-1011,박민수,010-1122-1102,2024-06-30,16:38:49,2024-06-30,16:39:13,0.4,LGU+,서울 강남,대전 유성,,
남지연048,010-8048-1048,도하린026,010-8026-1026,2024-02-04,22:13:21,2024-02-04,22:13:49,0.47,LGU+,대구 수성,수원 영통,,
안채원030,010-8030-1030,안채원078,010-8078-1078,2024-05-08,19:34:47,2024-05-08,19:35:48,1.02,SKT,서울 강남,수원 영통,,
양준석070,010-8070-1070,노시우041,010-8041-1041,2024-04-01,23:51:21,2024-04-01,23:52:00,0.65,LGU+,부산 해운대,인천 부평,,
류하준018,010-8018-1018,장도윤063,010-8063-1063,2024-07-24,20:12:46,2024-07-24,20:14:44,1.97,LGU+,부산 해운대,부산 해운대,,
마준호027,010-8027-1027,안채원062,010-8062-1062,2024-09-16,02:05:36,2024-09-16,02:20:52,15.27,SKT,서울 강남,대구 수성,,
박민수,010-1122-1002,이영희,010-1111-1001,2024-01-27,02:40:27,2024-01-27,02:41:43,1.28,SKT,서울 강남,대전 유성,,
고은비053,010-8053-1053,남지연032,010-8032-1032,2024-02-29,21:35:04,2024-02-29,21:41:49,6.75,KT,서울 영등포,부산 해운대,,
이영희,010-1111-1101,최지훈,010-1133-1103,2024-04-11,04:01:02,2024-04-11,04:01:33,0.52,KT,서울 서초,수원 영통,,
마준호059,010-8059-1059,유태경072,010-8072-1072,2024-04-16,04:52:26,2024-04-16,05:06:36,14.18,KT,인천 부평,부산 해운대,,
장도윤015,010-8015-1015,변서연044,010-8044-1044,2024-01-25,02:45:15,2024-01-25,02:45:33,0.31,KT,부산 해운대,대전 유성,,
설진우013,010-8013-1013,양준석022,010-8022-1022,2024-04-17,07:29:09,2024-04-17,07:42:06,12.95,SKT,서울 서초,서울 강남,,
양준석070,010-8070-1070,황미경035,010-8035-1035,2024-09-06,19:46:31,2024-09-06,19:47:16,0.76,SKT,수원 영통,서울 강남,,
황미경051,010-8051-1051,장도윤031,010-8031-1031,2024-06-17,07:19:35,2024-06-17,07:19:54,0.32,SKT,대전 유성,서울 강남,,
황미경019,010-8019-1019,고은비053,010-8053-1053,2024-07-26,00:08:12,2024-07-26,00:15:12,7.01,SKT,대전 유성,대전 유성,,
안채원062,010-8062-1062,윤다은,010-1166-1106,2024-03-31,09:35:30,2024-03-31,09:52:30,17.01,SKT,부산 해운대,서울 강남,,
이영희,010-1111-1001,윤다은,010-1166-1006,2024-03-08,09:28:56,2024-03-08,09:30:02,1.11,SKT,서울 강남,부산 해운대,,
설진우013,010-8013-1013,황미경035,010-8035-1035,2024-05-21,08:40:32,2024-05-21,08:47:07,6.59,LGU+,인천 부평,대전 유성,,
류하준066,010-8066-1066,류하준002,010-8002-1002,2024-07-29,07:42:09,2024-07-29,07:42:48,0.66,SKT,부산 해운대,대구 수성,,
강민재,010-1188-1008,양준석006,010-8006-1006,2024-01-04,13:08:53,2024-01-04,13:20:36,11.72,SKT,서울 영등포,서울 강남,,
최지훈,010-1133-1003,홍예린,010-1243-1013,2024-01-23,06:56:02,2024-01-23,07:02:24,6.37,KT,대구 수성,수원 영통,,
차미래023,010-8023-1023,류하준050,010-8050-1050,2024-04-27,03:30:23,2024-04-27,03:35:20,4.95,KT,서울 영등포,대구 수성,,
류하준066,010-8066-1066,황미경019,010-8019-1019,2024-04-29,00:08:01,2024-04-29,00:11:18,3.29,KT,서울 서초,부산 해운대,,
장도윤063,010-8063-1063,마준호027,010-8027-1027,2024-06-09,13:55:15,2024-06-09,13:57:51,2.61,KT,부산 해운대,서울 서초,,
유태경056,010-8056-1056,오세진,010-1155-1105,2024-05-23,22:18:46,2024-05-23,22:27:55,9.15,KT,서울 강남,인천 부평,,
전성호020,010-8020-1020,송우진001,010-8001-1001,2024-09-11,03:08:46,2024-09-11,03:09:49,1.06,SKT,인천 부평,서울 서초,,
안채원014,010-8014-1014,유태경056,010-8056-1056,2024-04-09,18:51:40,2024-04-09,19:03:07,11.45,KT,서울 강남,인천 부평,,
황미경019,010-8019-1019,고은비069,010-8069-1069,2024-06-04,23:00:13,2024-06-04,23:12:56,12.73,LGU+,서울 서초,서울 강남,,
설진우077,010-8077-1077,송우진001,010-8001-1001,2024-02-27,11:12:32,2024-02-27,11:27:34,15.04,KT,서울 강남,서울 영등포,,
차미래071,010-8071-1071,양준석022,010-8022-1022,2024-03-09,17:21:21,2024-03-09,17:22:42,1.35,KT,부산 해운대,대전 유성,,
노시우073,010-8073-1073,안채원046,010-8046-1046,2024-04-05,15:18:46,2024-04-05,15:31:15,12.49,SKT,수원 영통,서울 영등포,,
전성호068,010-8068-1068,변서연044,010-8044-1044,2024-01-30,22:37:16,2024-01-30,22:52:09,14.89,SKT,수원 영통,수원 영통,,
최지훈,010-1133-1003,이영희,010-1111-1101,2024-03-30,19:36:19,2024-03-30,19:37:02,0.73,SKT,인천 부평,인천 부평,,
배성호,010-1232-1112,남지연016,010-8016-1016,2024-06-08,05:36:27,2024-06-08,05:48:59,12.54,KT,서울 영등포,부산 해운대,,
배성호,010-1232-1212,류하준050,010-8050-1050,2024-08-25,21:37:44,2024-08-25,21:47:14,9.51,KT,서울 강남,수원 영통,,
마준호059,010-8059-1059,변서연060,010-8060-1060,2024-02-01,23:56:12,2024-02-01,23:57:04,0.88,LGU+,인천 부평,부산 해운대,,
차미래023,010-8023-1023,마준호059,010-8059-1059,2024-07-17,17:41:46,2024-07-17,17:42:01,0.26,LGU+,서울 서초,수원 영통,,
도하린074,010-8074-1074,안채원078,010-8078-1078,2024-08-13,14:36:55,2024-08-13,14:37:47,0.88,KT,대구 수성,서울 강남,,
이영희,010-1111-1101,정하늘,010-1144-1104,2024-05-11,11:10:38,2024-05-11,11:11:37,0.99,LGU+,서울 서초,서울 영등포,,
류하준002,010-8002-1002,도하린010,010-8010-1010,2024-06-06,13:50:17,2024-06-06,14:05:57,15.67,LGU+,서울 강남,부산 해운대,,
장도윤031,010-8031-1031,고은비037,010-8037-1037,2024-02-12,12:51:16,2024-02-12,12:51:47,0.53,LGU+,대구 수성,서울 서초,,
설진우045,010-8045-1045,황미경019,010-8019-1019,2024-10-05,13:00:24,2024-10-05,13:02:31,2.13,SKT,대구 수성,대전 유성,,
남지연032,010-8032-1032,송우진001,010-8001-1001,2024-07-28,03:17:41,2024-07-28,03:28:41,11.01,KT,부산 해운대,서울 서초,,
류하준066,010-8066-1066,도하린026,010-8026-1026,2024-08-05,17:47:11,2024-08-05,17:59:46,12.59,KT,인천 부평,인천 부평,,
차미래071,010-8071-1071,안채원030,010-8030-1030,2024-03-01,10:57:52,2024-03-01,11:14:08,16.27,LGU+,서울 서초,서울 강남,,
설진우077,010-8077-1077,설진우013,010-8013-1013,2024-05-08,09:48:10,2024-05-08,09:50:16,2.1,SKT,수원 영통,대전 유성,,
유태경040,010-8040-1040,차미래039,010-8039-1039,2024-03-09,09:53:20,2024-03-09,10:11:09,17.83,LGU+,서울 강남,서울 영등포,,
설진우061,010-8061-1061,노시우025,010-8025-1025,2024-04-05,00:59:39,2024-04-05,01:08:19,8.68,KT,서울 서초,서울 서초,,
홍예린,010-1243-1213,설진우045,010-8045-1045,2024-09-02,17:50:31,2024-09-02,17:57:22,6.85,LGU+,대전 유성,대구 수성,,
배성호,010-1232-1012,윤다은,010-1166-1006,2024-03-15,04:34:16,2024-03-15,04:35:30,1.24,SKT,서울 강남,서울 영등포,,
노시우073,010-8073-1073,류하준002,010-8002-1002,2024-04-08,05:52:10,2024-04-08,05:57:08,4.98,SKT,서울 영등포,부산 해운대,,
